,Protein IDs,Fasta headers,diff,Intensity Pynd_5FC_Ub,Intensity Control_Ub
1322,['YHR039C-A'],"['>YHR039C-A VMA10 SGDID:S000002100, Chr VIII from 187514-187173,187679-187677, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit G of the V1 peripheral membrane domain of V-ATPase', 'part of the electrogenic proton pump found throughout the en']",-4.041130352412203,18.926712951973784,22.967843304385987
2820,['YPL131W'],"['>YPL131W RPL5 SGDID:S000006052, Chr XVI from 303121-304014, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L5', 'homologous to mammalian ribosomal protein L5 and bacterial L18', 'binds 5S rRNA and is required for 60S subunit assembly']",-4.037155414825445,23.855573412635366,27.89272882746081
1526,['YJL052W'],"['>YJL052W TDH1 SGDID:S000003588, Chr X from 338271-339269, Genome Release 64-2-1, Verified ORF, Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 1', 'involved in glycolysis and gluconeogenesis', 'tetramer that catalyzes the reaction of glyceraldehyde-']",-4.024734539937949,23.59263404913112,27.61736858906907
1089,"['YPL220W', 'YGL135W']","['>YPL220W RPL1A SGDID:S000006141, Chr XVI from 135790-136443, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L1A', 'N-terminally acetylated', 'homologous to mammalian ribosomal protein L10A and bacterial L1', 'RPL1A has a paralog, RPL1B, that']",-4.023640101081714,23.411833691378636,27.43547379246035
2126,['YML092C'],"['>YML092C PRE8 SGDID:S000004557, Chr XIII from 86739-85987, Genome Release 64-2-1, reverse complement, Verified ORF, Alpha 2 subunit of the 20S proteasome']",-4.020355115378219,18.837535544516456,22.857890659894675
507,['YDL124W'],"['>YDL124W YDL124W SGDID:S000002282, Chr IV from 240259-241197, Genome Release 64-2-1, Verified ORF, NADPH-dependent alpha-keto amide reductase', 'reduces aromatic alpha-keto amides, aliphatic alpha-keto esters, and aromatic alpha-keto esters', 'member of the a']",-4.0197297096248725,20.28771237954945,24.307442089174323
1311,['YHR021C'],"['>YHR021C RPS27B SGDID:S000001063, Chr VIII from 148116-147871,148669-148667, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S27, no bacterial homol']",-4.017251754888573,23.905271674832594,27.922523429721167
1700,['YKL056C'],"['>YKL056C TMA19 SGDID:S000001539, Chr XI from 334915-334412, Genome Release 64-2-1, reverse complement, Verified ORF, Protein that associates with ribosomes', 'homolog of translationally controlled tumor protein', 'green fluorescent protein (GFP)-fusion protei']",-4.015222622692619,23.714396461399073,27.72961908409169
737,['YDR354W'],"['>YDR354W TRP4 SGDID:S000002762, Chr IV from 1184747-1185889, Genome Release 64-2-1, Verified ORF, Anthranilate phosphoribosyl transferase', 'transferase of the tryptophan biosynthetic pathway', 'catalyzes the phosphoribosylation of anthranilate', 'subject to th']",-4.01208813407186,17.471119491986702,21.48320762605856
1401,['YHR193C'],"['>YHR193C EGD2 SGDID:S000001236, Chr VIII from 488236-487712, Genome Release 64-2-1, reverse complement, Verified ORF, Alpha subunit of the nascent polypeptide-associated complex (NAC)', 'involved in protein sorting and translocation', 'associated with cytopla']",-4.008787599784828,21.9395892572259,25.94837685701073
747,['YDR368W'],"['>YDR368W YPR1 SGDID:S000002776, Chr IV from 1213904-1214842, Genome Release 64-2-1, Verified ORF, NADPH-dependent aldo-keto reductase', 'reduces multiple substrates including 2-methylbutyraldehyde and D,L-glyceraldehyde, expression is induced by osmotic and']",-4.006187471668053,18.297776062894147,22.3039635345622
1466,['YIL124W'],"['>YIL124W AYR1 SGDID:S000001386, Chr IX from 126204-127097, Genome Release 64-2-1, Verified ORF, Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase', 'NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosyn']",-4.0001057965784135,17.37898907391467,21.379094870493084
1596,['YJL191W'],"['>YJL191W RPS14B SGDID:S000003727, Chr X from 73787-73796,74205-74611, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'required for ribosome assembly and 20S pre-rRNA processing', 'mutations confer cryptopleurine']",-3.9840305220055257,23.809803448436515,27.79383397044204
230,['YBL099W'],"['>YBL099W ATP1 SGDID:S000000195, Chr II from 37053-38690, Genome Release 64-2-1, Verified ORF, Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase', 'which is a large, evolutionarily conserved enzyme complex required for ATP synthesis', 'F1 trans']",-3.982325814885634,22.043267641521595,26.02559345640723
2108,['YML063W'],"['>YML063W RPS1B SGDID:S000004528, Chr XIII from 146482-147249, Genome Release 64-2-1, Verified ORF, Ribosomal protein 10 (rp10) of the small (40S) subunit', 'homologous to mammalian ribosomal protein S3A, no bacterial homolog', 'RPS1B has a paralog, RPS1A, tha']",-3.979540387824656,25.152362836295133,29.13190322411979
1541,['YJL080C'],"['>YJL080C SCP160 SGDID:S000003616, Chr X from 289226-285558, Genome Release 64-2-1, reverse complement, Verified ORF, Essential RNA-binding G protein effector of mating response pathway', 'ligand-activated RNA-binding protein that delivers RNAs involved in p']",-3.976440092349211,21.766522438403527,25.742962530752738
297,['YBR121C'],"['>YBR121C GRS1 SGDID:S000000325, Chr II from 483367-481364, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic and mitochondrial glycyl-tRNA synthase', 'ligates glycine to the cognate anticodon-bearing tRNA', 'transcription termination factor']",-3.9686639480197883,21.796933155881412,25.7655971039012
2255,['YMR229C'],"['>YMR229C RRP5 SGDID:S000004842, Chr XIII from 731123-725934, Genome Release 64-2-1, reverse complement, Verified ORF, RNA binding protein involved in synthesis of both 18S and 5.8S rRNAs', 'component of both the ribosomal small subunit (SSU) processosome an']",-3.9592926787325062,19.15457091561715,23.113863594349656
1732,['YKL121W'],"['>YKL121W DGR2 SGDID:S000001604, Chr XI from 214142-216700, Genome Release 64-2-1, Uncharacterized ORF, Protein of unknown function', 'null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds', 'DGR2 has a paralog, YMR102C, that aro']",-3.95552365217279,20.408002104838115,24.363525757010905
2810,['YPL111W'],"['>YPL111W CAR1 SGDID:S000006032, Chr XVI from 339944-340945, Genome Release 64-2-1, Verified ORF, Arginase, catabolizes arginine to ornithine and urea', 'expression responds to both induction by arginine and nitrogen catabolite repression', 'disruption decreas']",-3.954815440478363,18.919980595048962,22.874796035527325
943,['YER136W'],"['>YER136W GDI1 SGDID:S000000938, Chr V from 439616-440971, Genome Release 64-2-1, Verified ORF, GDP dissociation inhibitor', 'regulates vesicle traffic in secretory pathways by regulating the dissociation of GDP from the Sec4/Ypt/rab family of GTP binding pr']",-3.9435088472741775,19.57470438591438,23.518213233188558
966,['YER178W'],"['>YER178W PDA1 SGDID:S000000980, Chr V from 546817-548079, Genome Release 64-2-1, Verified ORF, E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex', 'catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA', 'phosphorylated', 'regulate']",-3.9398081933267264,19.376362833648205,23.31617102697493
2774,['YPL028W'],"['>YPL028W ERG10 SGDID:S000005949, Chr XVI from 498096-499292, Genome Release 64-2-1, Verified ORF, Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase)', 'cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming a']",-3.9381342771175696,21.92379316831903,25.8619274454366
323,"['YPL090C', 'YBR181C']","['>YPL090C RPS6A SGDID:S000006011, Chr XVI from 377995-377291,378395-378390, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S6, no bacterial homolog', '']",-3.933447880217553,24.256451161719045,28.1898990419366
1518,['YJL034W'],"['>YJL034W KAR2 SGDID:S000003571, Chr X from 381327-383375, Genome Release 64-2-1, Verified ORF, ATPase involved in protein import into the ER', 'also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble protein']",-3.9315029338977254,22.340823716009012,26.272326649906738
972,['YFL005W'],"['>YFL005W SEC4 SGDID:S000001889, Chr VI from 130334-130981, Genome Release 64-2-1, Verified ORF, Rab family GTPase', 'essential for vesicle-mediated exocytic secretion and autophagy', 'associates with the exocyst component Sec15p and may regulate polarized del']",-3.9265534284045813,20.543118692393413,24.469672120797995
1197,['YGR148C'],"['>YGR148C RPL24B SGDID:S000003380, Chr VII from 787779-787312, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L24B', 'not essential for translation but may be required for normal translation rate', 'homologous to mammali']",-3.919769185822762,20.079266012938046,23.999035198760808
2679,['YOR206W'],"['>YOR206W NOC2 SGDID:S000005732, Chr XV from 727512-729644, Genome Release 64-2-1, Verified ORF, Protein involved in ribosome biogenesis', 'forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes', 'forms a nuclear complex with Noc3p that']",-3.917741882836907,18.725872135040962,22.64361401787787
864,['YER009W'],"['>YER009W NTF2 SGDID:S000000811, Chr V from 172115-172492, Genome Release 64-2-1, Verified ORF, Nuclear envelope protein', 'interacts with GDP-bound Gsp1p and with proteins of the nuclear pore to transport Gsp1p into the nucleus where it is an essential play']",-3.908405167075667,21.799267390321674,25.70767255739734
1850,['YLL023C'],"['>YLL023C POM33 SGDID:S000003946, Chr XII from 98836-97997, Genome Release 64-2-1, reverse complement, Verified ORF, Transmembrane nucleoporin', 'involved in nuclear pore complex (NPC) distribution, assembly or stabilization', 'highly conserved across species,']",-3.9026956955144776,19.656829838149267,23.559525533663745
1426,['YIL041W'],"['>YIL041W GVP36 SGDID:S000001303, Chr IX from 276525-277505, Genome Release 64-2-1, Verified ORF, BAR domain protein that localizes to early and late Golgi vesicles', 'required for adaptation to varying nutrient concentrations, fluid-phase endocytosis, polar']",-3.8996343672421325,20.580494128777296,24.48012849601943
1508,['YJL008C'],"['>YJL008C CCT8 SGDID:S000003545, Chr X from 421663-419957, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit of the cytosolic chaperonin Cct ring complex', 'related to Tcp1p, required for the assembly of actin and tubulins in vivo']",-3.8972587091436957,19.49989258959388,23.397151298737576
2013,['YLR340W'],"['>YLR340W RPP0 SGDID:S000004332, Chr XII from 805887-806825, Genome Release 64-2-1, Verified ORF, Conserved ribosomal protein P0 of the ribosomal stalk', 'involved in interaction between translational elongation factors and the ribosome', 'phosphorylated on se']",-3.893043867403499,24.69258783456466,28.585631701968158
2483,['YNR031C'],"['>YNR031C SSK2 SGDID:S000005314, Chr XIV from 685433-680694, Genome Release 64-2-1, reverse complement, Verified ORF, MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway', 'interacts with Ssk1p, leading to autophosphorylation and activation']",-3.891562963820295,18.54785097694391,22.439413940764204
1381,"['YNL162W', 'YHR141C']","['>YNL162W RPL42A SGDID:S000005106, Chr XIV from 331322-331325,331838-332154, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L42A', 'homologous to mammalian ribosomal protein L36A, no bacterial homolog', 'RPL42A has a paralog, RPL42B, that a']",-3.891495837814219,20.59404753974743,24.485543377561648
2001,['YLR314C'],"['>YLR314C CDC3 SGDID:S000004306, Chr XII from 764137-762575, Genome Release 64-2-1, reverse complement, Verified ORF, Component of the septin ring that is required for cytokinesis', 'septins are GTP-binding proteins that assemble with other septins into rod-']",-3.881474934864883,19.25471955117539,23.136194486040274
1561,['YJL121C'],"['>YJL121C RPE1 SGDID:S000003657, Chr X from 191090-190374, Genome Release 64-2-1, reverse complement, Verified ORF, D-ribulose-5-phosphate 3-epimerase', 'catalyzes a reaction in the non-oxidative part of the pentose-phosphate pathway', 'mutants are sensitive t']",-3.880306350929853,20.126538119417592,24.006844470347446
1885,['YLR043C'],"['>YLR043C TRX1 SGDID:S000004033, Chr XII from 232013-231702, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic thioredoxin isoenzyme', 'part of thioredoxin system which protects cells against oxidative and reductive stress', 'forms LMA1 comp']",-3.876812863372024,20.98426268062802,24.861075544000045
2346,['YNL098C'],"['>YNL098C RAS2 SGDID:S000005042, Chr XIV from 440570-439602, Genome Release 64-2-1, reverse complement, Verified ORF, GTP-binding protein', 'regulates nitrogen starvation response, sporulation, and filamentous growth', 'farnesylation and palmitoylation require']",-3.8681882632638036,20.589574346237296,24.4577626095011
268,['YBR072W'],"['>YBR072W HSP26 SGDID:S000000276, Chr II from 382030-382674, Genome Release 64-2-1, Verified ORF, Small heat shock protein (sHSP) with chaperone activity', 'forms hollow, sphere-shaped oligomers that suppress unfolded proteins aggregation', 'long-lived protein']",-3.8677764780734876,20.531267222327912,24.3990437004014
1296,['YHL034C'],"['>YHL034C SBP1 SGDID:S000001026, Chr VIII from 34077-33193, Genome Release 64-2-1, reverse complement, Verified ORF, Protein that binds eIF4G and has a role in repression of translation', 'has an RGG motif', 'found in cytoplasmic P bodies', 'binds to mRNAs under']",-3.8668163806865508,19.4028913166809,23.26970769736745
209,['YBL058W'],"['>YBL058W SHP1 SGDID:S000000154, Chr II from 111437-112708, Genome Release 64-2-1, Verified ORF, UBX (ubiquitin regulatory X) domain-containing protein', 'regulates Glc7p phosphatase activity', 'shp1 mutants are impaired in growth and mitotic progression', 'func']",-3.8617220347931855,17.056002586315408,20.917724621108594
813,['YDR510W'],"['>YDR510W SMT3 SGDID:S000002918, Chr IV from 1469400-1469705, Genome Release 64-2-1, Verified ORF, Ubiquitin-like protein of the SUMO family', 'conjugated to lysine residues of target proteins', 'associates with transcriptionally active genes', 'regulates chroma']",-3.839279201832703,18.604111585150804,22.443390786983507
234,['YBL104C'],"['>YBL104C SEA4 SGDID:S000000200, Chr II from 21293-18177, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit of the SEA (Seh1-associated) complex', 'SEA is a coatomer-related complex that associates dynamically with the vacuole', 'has an N-termin']",-3.8391902665347395,17.886315790939992,21.725506057474732
2910,['YPR041W'],"['>YPR041W TIF5 SGDID:S000006245, Chr XVI from 648704-649921, Genome Release 64-2-1, Verified ORF, Translation initiation factor eIF5', 'functions both as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP and as a GDP dissociation inhibi']",-3.82514038745688,20.68028740344324,24.50542779090012
1477,['YIL142W'],"['>YIL142W CCT2 SGDID:S000001404, Chr IX from 83302-84885, Genome Release 64-2-1, Verified ORF, Subunit beta of the cytosolic chaperonin Cct ring complex', 'related to Tcp1p, required for the assembly of actin and tubulins in vivo']",-3.8153210306173406,18.590579740522323,22.405900771139663
2197,['YMR116C'],"['>YMR116C ASC1 SGDID:S000004722, Chr XIII from 499878-499456,500688-500152, Genome Release 64-2-1, reverse complement, Verified ORF, G-protein beta subunit and guanine dissociation inhibitor for Gpa2p', 'ortholog of RACK1 that inhibits translation', 'core comp']",-3.810317600086698,25.73923260720074,29.54955020728744
809,['YDR502C'],"['>YDR502C SAM2 SGDID:S000002910, Chr IV from 1454464-1453310, Genome Release 64-2-1, reverse complement, Verified ORF, S-adenosylmethionine synthetase', 'catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine', 'comparative analysis s']",-3.7999729397657163,22.84680262346203,26.646775563227745
1863,['YLL050C'],"['>YLL050C COF1 SGDID:S000003973, Chr XII from 40221-39804,40414-40401, Genome Release 64-2-1, reverse complement, Verified ORF, Cofilin, involved in pH-dependent actin filament depolarization', 'binds both actin monomers and filaments and severs filaments', 'i']",-3.7980474279667717,22.036173612553483,25.834221040520255
1713,['YKL081W'],"['>YKL081W TEF4 SGDID:S000001564, Chr XI from 282891-283095,283422-284455, Genome Release 64-2-1, Verified ORF, Gamma subunit of translational elongation factor eEF1B', 'stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing eEF1A (Tef1p']",-3.7881618644734907,23.959430344678683,27.747592209152174
2198,['YMR120C'],"['>YMR120C ADE17 SGDID:S000004727, Chr XIII from 509280-507502, Genome Release 64-2-1, reverse complement, Verified ORF, Enzyme of de novo purine biosynthesis', 'contains both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophos']",-3.779962303446691,20.61477094229054,24.394733245737232
1127,['YGL245W'],"['>YGL245W GUS1 SGDID:S000003214, Chr VII from 39023-41149, Genome Release 64-2-1, Verified ORF, Glutamyl-tRNA synthetase (GluRS)', 'forms a complex with methionyl-tRNA synthetase (Mes1p) and Arc1p', 'complex formation increases the catalytic efficiency of both']",-3.7798355672802835,22.229082831665497,26.00891839894578
865,['YER012W'],"['>YER012W PRE1 SGDID:S000000814, Chr V from 177835-178431, Genome Release 64-2-1, Verified ORF, Beta 4 subunit of the 20S proteasome', 'localizes to the nucleus throughout the cell cycle']",-3.777149870559658,17.364869908234493,21.14201977879415
201,['YBL045C'],"['>YBL045C COR1 SGDID:S000000141, Chr II from 135516-134143, Genome Release 64-2-1, reverse complement, Verified ORF, Core subunit of the ubiquinol-cytochrome c reductase complex', 'the ubiquinol-cytochrome c reductase complex (bc1 complex) is a component of']",-3.7721201810869616,18.888130820053288,22.66025100114025
1630,['YJR065C'],"['>YJR065C ARP3 SGDID:S000003826, Chr X from 559158-557809, Genome Release 64-2-1, reverse complement, Verified ORF, Essential component of the Arp2/3 complex', 'Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of a']",-3.7531527933098765,19.977710350968895,23.73086314427877
1851,['YLL024C'],"['>YLL024C SSA2 SGDID:S000003947, Chr XII from 97485-95566, Genome Release 64-2-1, reverse complement, Verified ORF, ATP-binding protein', 'involved in protein folding and vacuolar import of proteins', 'member of heat shock protein 70 (HSP70) family', 'associated']",-3.744631366935778,24.299428838130257,28.044060205066035
1993,"['YLR293C', 'YOR185C']","['>YLR293C GSP1 SGDID:S000004284, Chr XII from 721430-720771, Genome Release 64-2-1, reverse complement, Verified ORF, Ran GTPase', 'GTP binding protein (mammalian Ranp homolog) involved in the maintenance of nuclear organization, RNA processing and transport']",-3.7436684603239243,22.826987532340613,26.570655992664538
2787,['YPL061W'],"['>YPL061W ALD6 SGDID:S000005982, Chr XVI from 432588-434090, Genome Release 64-2-1, Verified ORF, Cytosolic aldehyde dehydrogenase', 'activated by Mg2+ and utilizes NADP+ as the preferred coenzyme', 'required for conversion of acetaldehyde to acetate', 'constitu']",-3.7436602467402125,23.961904647695135,27.705564894435348
2262,"['YOR312C', 'YMR242C']","['>YOR312C RPL20B SGDID:S000005839, Chr XV from 900767-900250,901194-901194, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L20B', 'homologous to mammalian ribosomal protein L18A, no bacterial homolog', 'RPL20B has a para']",-3.742269382285322,25.372587188248414,29.114856570533735
2753,['YOR361C'],"['>YOR361C PRT1 SGDID:S000005888, Chr XV from 1017652-1015361, Genome Release 64-2-1, reverse complement, Verified ORF, eIF3b subunit of the eukaryotic translation initiation factor 3 (eIF3)', 'subunit of the core complex of eIF3', 'essential for translation', 'p']",-3.727182398709459,19.85411658087861,23.58129897958807
1978,['YLR259C'],"['>YLR259C HSP60 SGDID:S000004249, Chr XII from 665002-663284, Genome Release 64-2-1, reverse complement, Verified ORF, Tetradecameric mitochondrial chaperonin', 'required for ATP-dependent folding of precursor polypeptides and complex assembly', 'prevents aggr']",-3.7054071142913365,23.144666954972653,26.85007406926399
1220,['YGR185C'],"['>YGR185C TYS1 SGDID:S000003417, Chr VII from 867520-866336, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic tyrosyl-tRNA synthetase', 'required for cytoplasmic protein synthesis', 'interacts with positions 34 and 35 of the tRNATyr anticod']",-3.68978721598506,20.89822051835558,24.58800773434064
1338,['YHR068W'],"['>YHR068W DYS1 SGDID:S000001110, Chr VIII from 232133-233296, Genome Release 64-2-1, Verified ORF, Deoxyhypusine synthase', 'catalyzes formation of deoxyhypusine, the first step in hypusine biosynthesis', 'triggers posttranslational hypusination of translation']",-3.6783645001369365,19.85145015672682,23.529814656863756
591,['YDR050C'],"['>YDR050C TPI1 SGDID:S000002457, Chr IV from 556472-555726, Genome Release 64-2-1, reverse complement, Verified ORF, Triose phosphate isomerase, abundant glycolytic enzyme', 'mRNA half-life is regulated by iron availability', 'transcription is controlled by ac']",-3.6717600815692357,25.37765934304739,29.049419424616627
1309,['YHR019C'],"['>YHR019C DED81 SGDID:S000001061, Chr VIII from 143558-141894, Genome Release 64-2-1, reverse complement, Verified ORF, Cytosolic asparaginyl-tRNA synthetase', 'required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tR']",-3.670673529159078,21.96634772737219,25.63702125653127
350,['YBR245C'],"['>YBR245C ISW1 SGDID:S000000449, Chr II from 711539-708150, Genome Release 64-2-1, reverse complement, Verified ORF, ATPase subunit of imitation-switch (ISWI) class chromatin remodelers', 'with Ioc3p forms Isw1a complex involved in repression of transcriptio']",-3.660598171087738,17.400912782213396,21.061510953301134
2163,['YMR031C'],"['>YMR031C EIS1 SGDID:S000004633, Chr XIII from 334743-332212, Genome Release 64-2-1, reverse complement, Verified ORF, Component of the eisosome required for proper eisosome assembly', 'similar to Uso1p', 'authentic, non-tagged protein is detected in a phospho']",-3.6533388580809323,17.573188580875797,21.22652743895673
2808,['YPL106C'],"['>YPL106C SSE1 SGDID:S000006027, Chr XVI from 352275-350194, Genome Release 64-2-1, reverse complement, Verified ORF, ATPase component of heat shock protein Hsp90 chaperone complex', 'plays a role in determining prion variants', 'binds unfolded proteins', 'membe']",-3.6491952891239414,24.798624863528083,28.447820152652024
2634,['YOR122C'],"['>YOR122C PFY1 SGDID:S000005648, Chr XV from 552665-552298,552887-552875, Genome Release 64-2-1, reverse complement, Verified ORF, Profilin', 'binds actin, phosphatidylinositol 4,5-bisphosphate, and polyproline regions', 'involved in cytoskeleton organization', '']",-3.6489075706180323,21.381156354588864,25.030063925206896
686,['YDR226W'],"['>YDR226W ADK1 SGDID:S000002634, Chr IV from 916486-917154, Genome Release 64-2-1, Verified ORF, Adenylate kinase, required for purine metabolism', 'localized to the cytoplasm and the mitochondria', 'lacks cleavable signal sequence', 'protein abundance increases']",-3.6464407811810915,22.548537846899425,26.194978628080516
2746,['YOR341W'],"['>YOR341W RPA190 SGDID:S000005868, Chr XV from 960987-965981, Genome Release 64-2-1, Verified ORF, RNA polymerase I largest subunit A190']",-3.6460742945202185,20.59677940013745,24.24285369465767
1395,"['YHR179W', 'YPL171C']","['>YHR179W OYE2 SGDID:S000001222, Chr VIII from 462502-463704, Genome Release 64-2-1, Verified ORF, Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN)', 'responsible for geraniol reduction into citronellol during fermentation', 'homologous to']",-3.6460742856462574,21.965255857194773,25.61133014284103
850,['YEL051W'],"['>YEL051W VMA8 SGDID:S000000777, Chr V from 58378-59148, Genome Release 64-2-1, Verified ORF, Subunit D of the V1 peripheral membrane domain of V-ATPase', 'part of the electrogenic proton pump found throughout the endomembrane system', 'plays a role in the cou']",-3.6439509449579006,20.21608270256842,23.860033647526322
1715,['YKL085W'],"['>YKL085W MDH1 SGDID:S000001568, Chr XI from 279123-280127, Genome Release 64-2-1, Verified ORF, Mitochondrial malate dehydrogenase', 'catalyzes interconversion of malate and oxaloacetate', 'involved in the tricarboxylic acid (TCA) cycle', 'phosphorylated']",-3.6424995918185132,20.235144769020813,23.877644360839327
2274,['YMR276W'],"['>YMR276W DSK2 SGDID:S000004889, Chr XIII from 818827-819948, Genome Release 64-2-1, Verified ORF, Nuclear-enriched ubiquitin-like polyubiquitin-binding protein', 'required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the']",-3.6334444841991314,19.770221886308107,23.40366637050724
2858,['YPL218W'],"['>YPL218W SAR1 SGDID:S000006139, Chr XVI from 138698-138725,138865-139409, Genome Release 64-2-1, Verified ORF, GTPase, GTP-binding protein of the ARF family', 'component of COPII coat of vesicles', 'required for transport vesicle formation during ER to Golgi']",-3.6311077223794825,22.68343928988778,26.314547012267262
2804,['YPL091W'],"['>YPL091W GLR1 SGDID:S000006012, Chr XVI from 375502-376953, Genome Release 64-2-1, Verified ORF, Cytosolic and mitochondrial glutathione oxidoreductase', 'converts oxidized glutathione to reduced glutathione', 'cytosolic Glr1p is the main determinant of the g']",-3.6276735739624755,18.469967671308407,22.097641245270882
604,['YDR071C'],"['>YDR071C PAA1 SGDID:S000002478, Chr IV from 589402-588827, Genome Release 64-2-1, reverse complement, Verified ORF, Polyamine acetyltransferase', 'acetylates polyamines (e.g. putrescine, spermidine, spermine) and also aralkylamines (e.g. tryptamine, phenyle']",-3.6126388995537013,20.5188375374285,24.1314764369822
2550,['YOL109W'],"['>YOL109W ZEO1 SGDID:S000005469, Chr XV from 110297-110638, Genome Release 64-2-1, Verified ORF, Peripheral membrane protein of the plasma membrane', 'interacts with Mid2p', 'regulates the cell integrity pathway mediated by Pkc1p and Slt2p', 'the authentic prote']",-3.593723038014403,22.84483140147937,26.438554439493775
1653,['YJR105W'],"['>YJR105W ADO1 SGDID:S000003866, Chr X from 623581-624603, Genome Release 64-2-1, Verified ORF, Adenosine kinase', 'required for the utilization of S-adenosylmethionine (AdoMet)', 'may be involved in recycling adenosine produced through the methyl cycle']",-3.592817196643125,23.115118602254974,26.7079357988981
576,['YDR012W'],"['>YDR012W RPL4B SGDID:S000002419, Chr IV from 471853-472941, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L4B', 'homologous to mammalian ribosomal protein L4 and bacterial L4', 'RPL4B has a paralog, RPL4A, that arose from the whole genome']",-3.5882262340423416,20.452619306225138,24.04084554026748
1747,['YKL152C'],"['>YKL152C GPM1 SGDID:S000001635, Chr XI from 164385-163642, Genome Release 64-2-1, reverse complement, Verified ORF, Tetrameric phosphoglycerate mutase', 'mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse r']",-3.583480027704585,26.374196959432783,29.95767698713737
1880,"['YLR029C', 'YMR121C']","['>YLR029C RPL15A SGDID:S000004019, Chr XII from 202590-201976, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L15A', 'binds to 5.8 S rRNA', 'homologous to mammalian ribosomal protein L15, no bacterial homolog', 'RPL15A has']",-3.5823093461991498,26.30976803728662,29.89207738348577
1262,['YGR264C'],"['>YGR264C MES1 SGDID:S000003496, Chr VII from 1021853-1019598, Genome Release 64-2-1, reverse complement, Verified ORF, Methionyl-tRNA synthetase', 'forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of']",-3.563272902300799,21.666440737580256,25.229713639881055
1945,['YLR192C'],"['>YLR192C HCR1 SGDID:S000004182, Chr XII from 539589-538792, Genome Release 64-2-1, reverse complement, Verified ORF, eIF3j component of translation initiation factor 3 (eIF3)', 'dual function protein involved in translation initiation as a substoichiometric']",-3.555801808492564,20.58545405804082,24.141255866533385
1572,"['YKR059W', 'YJL138C']","['>YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-2-1, Verified ORF, Translation initiation factor eIF4A', 'DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding', 'forms a dumbbell structure of two com']",-3.5409251876994716,24.932785330016163,28.473710517715634
1304,"['YHR010W', 'YDR471W']","['>YHR010W RPL27A SGDID:S000001052, Chr VIII from 126521-126551,127113-127492, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L27A', 'homologous to mammalian ribosomal protein L27, no bacterial homolog', 'RPL27A has a paralog, RPL27B, that a']",-3.528488068964535,24.959164988917987,28.487653057882522
917,['YER090W'],"['>YER090W TRP2 SGDID:S000000892, Chr V from 337949-339472, Genome Release 64-2-1, Verified ORF, Anthranilate synthase', 'catalyzes the initial step of tryptophan biosynthesis, forms multifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol ph']",-3.5260647116519834,19.746635686532645,23.27270039818463
